County,Year,ST,AGEP,FER,GCL,HINS1,JWMNP,JWRIP,JWTR,LANX,MAR,SCH,SCHG,SCHL,WAGP,WKHP,DIS,ESR,OC
Solano County,2016,6,71,,2.0,2,,,,2.0,3,1.0,,19.0,0.0,,2,6.0,0
Solano County,2012,6,55,,2.0,1,60.0,1.0,1.0,1.0,5,1.0,,19.0,40000.0,35.0,1,1.0,0
Solano County,2013,6,71,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
Solano County,2013,6,50,2.0,2.0,1,90.0,,4.0,2.0,1,1.0,,21.0,54000.0,40.0,2,1.0,0
Solano County,2014,6,67,,2.0,2,5.0,1.0,1.0,1.0,1,1.0,,23.0,5000.0,10.0,2,1.0,0
Solano County,2014,6,11,,,1,,,,2.0,5,2.0,9.0,9.0,,,2,,1
Solano County,2014,6,4,,,2,,,,,5,2.0,1.0,1.0,,,2,,1
Solano County,2012,6,65,,2.0,1,50.0,1.0,1.0,2.0,1,1.0,,16.0,12000.0,20.0,1,1.0,0
Solano County,2016,6,22,2.0,,1,,,,2.0,5,1.0,,16.0,0.0,,2,3.0,0
Solano County,2012,6,3,,,1,,,,,5,3.0,1.0,1.0,,,2,,1
Solano County,2016,6,28,2.0,,1,10.0,1.0,1.0,2.0,1,1.0,,23.0,60000.0,75.0,2,1.0,0
Solano County,2013,6,39,2.0,2.0,1,15.0,2.0,1.0,1.0,5,1.0,,21.0,16800.0,40.0,2,1.0,0
Solano County,2015,6,18,2.0,,1,,,,2.0,5,2.0,13.0,14.0,0.0,,2,6.0,0
Solano County,2013,6,52,,2.0,1,,,,2.0,1,1.0,,18.0,0.0,,2,6.0,0
Solano County,2014,6,13,,,1,,,,2.0,5,2.0,9.0,9.0,,,2,,0
Solano County,2013,6,34,2.0,2.0,1,90.0,1.0,1.0,2.0,5,2.0,15.0,19.0,60000.0,45.0,2,1.0,0
Solano County,2015,6,44,2.0,2.0,2,15.0,2.0,1.0,2.0,5,1.0,,21.0,5400.0,18.0,2,1.0,0
Solano County,2016,6,2,,,1,,,,,5,,,,,,2,,1
Solano County,2015,6,22,2.0,,1,,,,2.0,5,3.0,16.0,21.0,0.0,,2,6.0,0
Solano County,2013,6,48,2.0,2.0,1,9.0,1.0,1.0,2.0,1,1.0,,16.0,40000.0,40.0,2,1.0,0
Los Angeles County,2016,6,11,,,2,,,,1.0,5,2.0,8.0,8.0,,,2,,1
Los Angeles County,2012,6,61,,2.0,1,30.0,1.0,1.0,1.0,1,1.0,,19.0,33700.0,40.0,2,1.0,0
Los Angeles County,2014,6,60,,2.0,2,,,,1.0,1,1.0,,16.0,20000.0,40.0,2,3.0,0
Los Angeles County,2014,6,1,,,2,,,,,5,,,,,,2,,1
Los Angeles County,2012,6,4,,,2,,,,,5,1.0,,1.0,,,2,,0
Los Angeles County,2014,6,63,,2.0,1,15.0,1.0,1.0,2.0,1,1.0,,19.0,53000.0,40.0,1,1.0,0
Los Angeles County,2015,6,1,,,2,,,,,5,,,,,,2,,1
Los Angeles County,2013,6,68,,2.0,2,,,,1.0,2,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2014,6,3,,,2,,,,,5,1.0,,1.0,,,2,,1
Los Angeles County,2016,6,39,1.0,2.0,1,,,,1.0,1,1.0,,16.0,21600.0,40.0,2,2.0,0
Los Angeles County,2016,6,11,,,2,,,,1.0,5,2.0,7.0,7.0,,,2,,1
Los Angeles County,2016,6,77,,2.0,2,,,,2.0,2,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2014,6,47,,2.0,1,,,,1.0,1,1.0,,1.0,63000.0,40.0,2,2.0,0
Los Angeles County,2014,6,42,2.0,2.0,1,25.0,1.0,1.0,2.0,1,1.0,,16.0,45000.0,40.0,2,1.0,0
Los Angeles County,2016,6,39,,2.0,1,50.0,2.0,1.0,1.0,1,1.0,,19.0,85000.0,40.0,2,1.0,0
Los Angeles County,2014,6,3,,,2,,,,,5,2.0,1.0,2.0,,,2,,1
Los Angeles County,2014,6,24,,,1,10.0,1.0,1.0,2.0,5,1.0,,21.0,50000.0,40.0,2,1.0,0
Los Angeles County,2014,6,48,,2.0,2,30.0,1.0,1.0,2.0,4,1.0,,21.0,115000.0,40.0,2,1.0,0
Los Angeles County,2015,6,34,2.0,2.0,1,20.0,1.0,1.0,1.0,1,1.0,,19.0,30000.0,40.0,2,1.0,0
Los Angeles County,2013,6,1,,,2,,,,,5,,,,,,2,,1
Los Angeles County,2014,6,10,,,1,,,,2.0,5,2.0,7.0,7.0,,,2,,1
Los Angeles County,2013,6,76,,2.0,2,,,,2.0,1,1.0,,19.0,0.0,,1,6.0,0
Los Angeles County,2014,6,41,2.0,2.0,2,,,11.0,1.0,3,1.0,,18.0,0.0,50.0,1,1.0,0
Los Angeles County,2012,6,64,,2.0,2,,,,2.0,3,1.0,,17.0,5800.0,40.0,2,3.0,0
Los Angeles County,2015,6,25,2.0,,1,40.0,1.0,1.0,2.0,5,2.0,15.0,20.0,18000.0,30.0,2,1.0,0
Los Angeles County,2015,6,29,2.0,,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Los Angeles County,2013,6,0,,,1,,,,,5,,,,,,2,,1
Los Angeles County,2015,6,8,,,1,,,,2.0,5,2.0,4.0,5.0,,,2,,1
Los Angeles County,2015,6,47,2.0,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2016,6,63,,2.0,2,,,,1.0,1,1.0,,1.0,0.0,,2,6.0,0
Los Angeles County,2014,6,28,2.0,,2,,,,2.0,5,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2016,6,19,,,1,20.0,1.0,1.0,2.0,5,2.0,15.0,18.0,200.0,8.0,2,1.0,0
Los Angeles County,2016,6,59,,2.0,1,40.0,1.0,1.0,2.0,1,1.0,,23.0,220000.0,40.0,2,1.0,0
Los Angeles County,2012,6,5,,,2,,,,1.0,5,2.0,2.0,2.0,,,2,,0
Los Angeles County,2014,6,1,,,1,,,,,5,,,,,,2,,1
Los Angeles County,2013,6,12,,,2,,,,2.0,5,2.0,9.0,9.0,,,2,,1
Los Angeles County,2013,6,8,,,1,,,,2.0,5,2.0,5.0,6.0,,,2,,1
Los Angeles County,2012,6,13,,,2,,,,2.0,5,2.0,11.0,11.0,,,2,,1
Los Angeles County,2012,6,12,,,2,,,,1.0,5,2.0,9.0,9.0,,,2,,1
Los Angeles County,2016,6,64,,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2012,6,1,,,2,,,,,5,,,,,,2,,1
Los Angeles County,2012,6,56,,2.0,2,,,,2.0,2,1.0,,16.0,0.0,,1,6.0,0
Los Angeles County,2016,6,94,,2.0,2,,,,1.0,1,1.0,,1.0,0.0,,1,6.0,0
Los Angeles County,2012,6,56,,2.0,1,15.0,,12.0,2.0,5,1.0,,20.0,47000.0,40.0,2,1.0,0
Los Angeles County,2015,6,56,,2.0,2,,,,2.0,3,1.0,,19.0,0.0,,1,6.0,0
Los Angeles County,2013,6,11,,,2,,,,1.0,5,2.0,8.0,8.0,,,2,,1
Los Angeles County,2014,6,38,2.0,2.0,1,30.0,1.0,1.0,2.0,5,1.0,,18.0,41000.0,40.0,2,1.0,0
Los Angeles County,2013,6,69,,2.0,2,,,,1.0,1,1.0,,7.0,0.0,,2,6.0,0
Los Angeles County,2015,6,57,,2.0,2,40.0,1.0,1.0,1.0,5,1.0,,18.0,12100.0,29.0,2,1.0,0
Los Angeles County,2014,6,36,,2.0,1,5.0,1.0,1.0,1.0,5,1.0,,16.0,80000.0,40.0,2,1.0,0
Los Angeles County,2014,6,21,2.0,,1,,,,2.0,5,3.0,15.0,20.0,0.0,,2,6.0,0
Los Angeles County,2016,6,11,,,2,,,,1.0,5,1.0,,9.0,,,1,,1
Los Angeles County,2016,6,85,,2.0,1,,,,2.0,2,1.0,,16.0,0.0,,1,6.0,0
Los Angeles County,2015,6,35,2.0,2.0,2,,,,2.0,1,1.0,,22.0,70000.0,25.0,2,2.0,0
Los Angeles County,2014,6,69,,2.0,2,,,11.0,2.0,3,1.0,,19.0,18500.0,40.0,2,1.0,0
Los Angeles County,2014,6,25,,,1,20.0,,12.0,2.0,5,1.0,,21.0,40000.0,40.0,2,1.0,0
Los Angeles County,2016,6,40,1.0,2.0,2,,,,2.0,1,1.0,,23.0,0.0,4.0,2,6.0,0
Los Angeles County,2016,6,20,,,2,,,,1.0,5,2.0,15.0,19.0,900.0,6.0,2,6.0,0
Los Angeles County,2013,6,73,,2.0,2,,,,1.0,1,1.0,,15.0,0.0,,2,6.0,0
Los Angeles County,2015,6,29,2.0,,1,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2016,6,30,2.0,2.0,1,40.0,1.0,1.0,2.0,5,1.0,,22.0,72000.0,45.0,2,1.0,0
Los Angeles County,2013,6,11,,,2,,,,1.0,5,2.0,8.0,8.0,,,2,,0
Los Angeles County,2016,6,28,2.0,,2,5.0,1.0,1.0,2.0,5,1.0,,21.0,14400.0,35.0,2,1.0,0
Los Angeles County,2016,6,20,,,2,,,,1.0,5,2.0,15.0,19.0,0.0,,2,6.0,0
Los Angeles County,2015,6,65,,2.0,1,,,,1.0,1,1.0,,15.0,0.0,,2,6.0,0
Los Angeles County,2013,6,7,,,1,,,,1.0,5,2.0,4.0,5.0,,,2,,1
Los Angeles County,2016,6,32,2.0,2.0,2,60.0,1.0,1.0,1.0,5,1.0,,15.0,35000.0,45.0,2,1.0,0
Los Angeles County,2012,6,15,2.0,,1,,,,2.0,5,2.0,12.0,12.0,0.0,,2,,0
Los Angeles County,2013,6,39,2.0,2.0,2,20.0,1.0,1.0,1.0,1,1.0,,21.0,32400.0,40.0,2,1.0,0
Los Angeles County,2012,6,74,,2.0,2,,,,1.0,4,1.0,,6.0,0.0,,1,6.0,0
Los Angeles County,2012,6,62,,2.0,1,35.0,1.0,1.0,1.0,1,1.0,,21.0,24000.0,40.0,2,1.0,0
Los Angeles County,2012,6,3,,,2,,,,,5,2.0,1.0,1.0,,,2,,1
Los Angeles County,2014,6,29,,,2,20.0,1.0,1.0,1.0,5,1.0,,16.0,23000.0,30.0,2,1.0,0
Los Angeles County,2012,6,47,2.0,2.0,2,,,,1.0,1,1.0,,14.0,0.0,,2,3.0,0
Los Angeles County,2013,6,26,2.0,,1,10.0,1.0,1.0,2.0,5,1.0,,21.0,60000.0,36.0,2,1.0,0
Los Angeles County,2015,6,14,,,2,,,,1.0,5,1.0,,13.0,,,1,,1
Los Angeles County,2014,6,0,,,2,,,,,5,,,,,,2,,1
Los Angeles County,2015,6,20,2.0,,2,,,,1.0,5,3.0,15.0,18.0,0.0,,2,6.0,0
Los Angeles County,2012,6,35,2.0,2.0,1,20.0,1.0,1.0,2.0,1,1.0,,23.0,90000.0,40.0,2,1.0,0
Los Angeles County,2014,6,33,2.0,2.0,1,20.0,1.0,1.0,2.0,5,1.0,,22.0,70000.0,40.0,2,1.0,0
Los Angeles County,2016,6,69,,2.0,1,,,,1.0,1,1.0,,9.0,0.0,,2,6.0,0
Los Angeles County,2016,6,33,,2.0,1,5.0,1.0,1.0,1.0,5,1.0,,23.0,120000.0,40.0,2,1.0,0
Los Angeles County,2012,6,50,2.0,2.0,2,45.0,,2.0,1.0,1,1.0,,6.0,14000.0,30.0,2,1.0,0
Los Angeles County,2013,6,50,2.0,2.0,1,20.0,1.0,1.0,2.0,1,1.0,,21.0,39000.0,50.0,2,1.0,0
Los Angeles County,2016,6,16,2.0,,1,,,,1.0,5,2.0,13.0,13.0,0.0,,2,6.0,1
Los Angeles County,2014,6,23,2.0,,2,,,,1.0,5,2.0,15.0,19.0,1200.0,30.0,2,6.0,0
Los Angeles County,2015,6,36,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,21.0,65000.0,50.0,2,1.0,0
Los Angeles County,2013,6,26,,,1,30.0,1.0,1.0,1.0,5,1.0,,21.0,61000.0,40.0,2,1.0,0
Los Angeles County,2012,6,55,,2.0,2,,,,2.0,3,1.0,,19.0,0.0,,1,6.0,0
Los Angeles County,2015,6,24,,,2,30.0,1.0,1.0,1.0,5,1.0,,19.0,28000.0,72.0,2,1.0,0
Los Angeles County,2014,6,34,,2.0,2,30.0,1.0,1.0,1.0,5,1.0,,16.0,14000.0,40.0,2,1.0,0
Los Angeles County,2016,6,67,,2.0,2,45.0,1.0,1.0,1.0,1,1.0,,16.0,0.0,20.0,2,1.0,0
Los Angeles County,2013,6,13,,,2,,,,1.0,5,2.0,10.0,10.0,,,1,,1
Los Angeles County,2014,6,21,,,2,,,,1.0,5,1.0,,16.0,0.0,,1,6.0,0
Los Angeles County,2015,6,16,,,2,,,,1.0,5,2.0,14.0,14.0,0.0,,2,6.0,1
Los Angeles County,2015,6,61,,1.0,1,30.0,1.0,1.0,1.0,1,1.0,,16.0,28000.0,60.0,2,1.0,0
Los Angeles County,2014,6,9,,,1,,,,1.0,5,2.0,5.0,5.0,,,2,,1
Los Angeles County,2016,6,40,,2.0,1,60.0,2.0,1.0,1.0,3,1.0,,14.0,50000.0,40.0,2,1.0,0
Los Angeles County,2015,6,43,,2.0,1,40.0,1.0,1.0,2.0,1,1.0,,18.0,60000.0,60.0,2,1.0,0
Los Angeles County,2012,6,61,,2.0,1,,,,2.0,3,1.0,,18.0,73000.0,40.0,2,6.0,0
Los Angeles County,2016,6,44,,2.0,1,60.0,1.0,1.0,1.0,1,1.0,,15.0,59000.0,40.0,2,1.0,0
Los Angeles County,2014,6,6,,,1,,,,1.0,5,2.0,4.0,4.0,,,2,,0
Los Angeles County,2014,6,5,,,2,,,,1.0,5,2.0,2.0,2.0,,,1,,1
Los Angeles County,2013,6,22,,,1,15.0,1.0,1.0,1.0,5,2.0,15.0,21.0,4000.0,30.0,2,1.0,0
Los Angeles County,2013,6,66,,2.0,1,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2013,6,16,,,2,,,,2.0,5,2.0,12.0,12.0,0.0,,2,6.0,0
Los Angeles County,2013,6,9,,,1,,,,1.0,5,3.0,5.0,6.0,,,2,,0
Los Angeles County,2015,6,12,,,1,,,,2.0,5,2.0,9.0,10.0,,,2,,0
Los Angeles County,2016,6,2,,,2,,,,,5,,,,,,2,,0
Los Angeles County,2012,6,37,2.0,2.0,2,,,,1.0,5,1.0,,9.0,0.0,,2,6.0,0
Los Angeles County,2012,6,28,2.0,,2,30.0,2.0,1.0,2.0,5,1.0,,21.0,20000.0,40.0,2,1.0,0
Los Angeles County,2013,6,24,2.0,,2,,,,2.0,5,1.0,,16.0,30000.0,30.0,2,3.0,0
Los Angeles County,2015,6,16,2.0,,2,,,,2.0,5,2.0,12.0,13.0,0.0,,1,6.0,1
Los Angeles County,2012,6,19,2.0,,2,,,,1.0,5,2.0,15.0,18.0,0.0,,2,6.0,0
Los Angeles County,2014,6,39,,2.0,2,,,,2.0,5,1.0,,22.0,35000.0,40.0,2,3.0,0
Los Angeles County,2014,6,62,,1.0,1,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
Los Angeles County,2015,6,57,,2.0,1,30.0,1.0,1.0,1.0,5,1.0,,22.0,6000.0,30.0,2,1.0,0
Los Angeles County,2014,6,33,,2.0,1,30.0,1.0,1.0,2.0,5,1.0,,20.0,60000.0,24.0,2,1.0,0
Los Angeles County,2014,6,15,2.0,,1,,,,1.0,5,2.0,12.0,12.0,0.0,,2,,1
Los Angeles County,2016,6,10,,,2,,,,1.0,5,2.0,7.0,8.0,,,2,,1
Los Angeles County,2015,6,62,,1.0,1,,,,2.0,1,1.0,,15.0,0.0,,2,6.0,0
Los Angeles County,2014,6,20,2.0,,1,7.0,,10.0,2.0,5,3.0,15.0,19.0,400.0,9.0,2,1.0,0
Los Angeles County,2013,6,57,,2.0,1,,,,2.0,5,1.0,,18.0,18000.0,45.0,2,3.0,0
San Mateo County,2012,6,25,2.0,,2,25.0,1.0,1.0,1.0,1,1.0,,16.0,0.0,15.0,2,1.0,0
San Mateo County,2016,6,79,,1.0,2,40.0,1.0,1.0,1.0,1,1.0,,1.0,0.0,40.0,2,1.0,0
San Mateo County,2014,6,61,,2.0,2,,,,1.0,1,1.0,,20.0,0.0,,2,6.0,0
San Mateo County,2015,6,7,,,1,,,,2.0,5,3.0,4.0,4.0,,,2,,1
San Mateo County,2012,6,57,,2.0,1,25.0,2.0,1.0,2.0,1,1.0,,21.0,403000.0,50.0,2,1.0,0
San Mateo County,2014,6,27,,,1,,,,2.0,5,1.0,,20.0,25000.0,40.0,2,2.0,0
San Mateo County,2012,6,26,,,2,,,,2.0,5,3.0,15.0,19.0,0.0,,2,6.0,0
San Mateo County,2014,6,23,,,2,15.0,1.0,1.0,2.0,5,2.0,15.0,20.0,18000.0,34.0,2,1.0,0
San Mateo County,2015,6,32,2.0,2.0,1,,,,1.0,1,2.0,15.0,21.0,80000.0,40.0,2,2.0,0
San Mateo County,2012,6,48,2.0,2.0,1,15.0,1.0,1.0,2.0,5,1.0,,22.0,79000.0,45.0,2,1.0,0
San Mateo County,2014,6,15,,,2,,,,2.0,5,2.0,12.0,13.0,0.0,,2,,1
San Mateo County,2013,6,84,,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,1,6.0,0
San Mateo County,2015,6,29,,,1,10.0,1.0,1.0,2.0,5,1.0,,21.0,150000.0,40.0,2,1.0,0
San Mateo County,2015,6,22,,,2,10.0,1.0,1.0,1.0,5,2.0,15.0,18.0,16000.0,20.0,2,1.0,0
San Mateo County,2013,6,80,,2.0,2,,,,1.0,2,1.0,,16.0,0.0,,1,6.0,0
San Mateo County,2012,6,51,,2.0,1,30.0,1.0,1.0,1.0,1,1.0,,21.0,70000.0,40.0,2,1.0,0
San Mateo County,2013,6,32,2.0,2.0,2,,,,2.0,5,1.0,,16.0,0.0,,2,6.0,0
San Mateo County,2014,6,41,,2.0,1,60.0,1.0,1.0,1.0,1,1.0,,22.0,170000.0,45.0,2,1.0,0
San Mateo County,2013,6,73,,2.0,1,,,,2.0,2,1.0,,16.0,0.0,,1,6.0,0
San Mateo County,2016,6,33,2.0,2.0,1,,,11.0,1.0,5,1.0,,21.0,50000.0,50.0,2,1.0,0
San Mateo County,2013,6,40,2.0,2.0,1,30.0,2.0,1.0,2.0,1,1.0,,22.0,175000.0,60.0,2,1.0,0
San Mateo County,2015,6,55,,2.0,2,45.0,1.0,1.0,2.0,5,1.0,,21.0,0.0,50.0,2,1.0,0
San Mateo County,2014,6,73,,1.0,1,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
San Mateo County,2014,6,7,,,1,,,,2.0,5,3.0,4.0,4.0,,,2,,0
San Mateo County,2014,6,7,,,2,,,,1.0,5,2.0,5.0,5.0,,,2,,1
San Mateo County,2012,6,83,,2.0,2,,,,1.0,1,1.0,,21.0,0.0,,2,6.0,0
San Mateo County,2016,6,57,,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
San Mateo County,2014,6,65,,2.0,2,15.0,1.0,1.0,2.0,5,1.0,,19.0,0.0,10.0,2,1.0,0
San Mateo County,2013,6,65,,2.0,2,,,,2.0,1,1.0,,21.0,0.0,,1,6.0,0
San Mateo County,2016,6,86,,2.0,2,,,,2.0,2,1.0,,16.0,0.0,,1,6.0,0
San Mateo County,2015,6,3,,,1,,,,,5,3.0,1.0,1.0,,,2,,1
San Mateo County,2015,6,42,2.0,2.0,2,8.0,1.0,1.0,1.0,3,1.0,,20.0,200000.0,40.0,2,1.0,0
Sacramento County,2015,6,70,,2.0,1,,,,2.0,3,1.0,,16.0,0.0,,1,6.0,0
Sacramento County,2013,6,31,,2.0,1,30.0,1.0,1.0,2.0,1,2.0,15.0,20.0,90000.0,56.0,2,1.0,0
Sacramento County,2014,6,27,,,1,30.0,1.0,1.0,2.0,5,1.0,,20.0,32000.0,40.0,2,1.0,0
Sacramento County,2015,6,53,,2.0,1,30.0,1.0,1.0,2.0,5,1.0,,17.0,52000.0,40.0,2,1.0,0
Sacramento County,2015,6,9,,,2,,,,2.0,5,2.0,5.0,6.0,,,2,,0
Sacramento County,2016,6,20,2.0,,1,30.0,1.0,1.0,2.0,5,1.0,,16.0,20000.0,40.0,2,1.0,0
Sacramento County,2012,6,67,,2.0,1,,,,2.0,1,1.0,,20.0,0.0,,2,6.0,0
Sacramento County,2013,6,6,,,1,,,,2.0,5,1.0,,2.0,,,2,,1
Sacramento County,2012,6,62,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
Sacramento County,2016,6,33,,2.0,2,,,,2.0,3,1.0,,19.0,0.0,,2,6.0,0
Sacramento County,2012,6,54,,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,1,6.0,0
Sacramento County,2015,6,3,,,1,,,,,5,3.0,1.0,1.0,,,2,,1
Sacramento County,2013,6,43,2.0,2.0,1,20.0,1.0,1.0,2.0,3,1.0,,16.0,67000.0,40.0,2,1.0,0
Sacramento County,2015,6,51,,2.0,1,30.0,1.0,1.0,2.0,3,1.0,,17.0,50000.0,40.0,2,1.0,0
Sacramento County,2016,6,52,,2.0,2,,,,2.0,5,1.0,,18.0,0.0,,2,6.0,0
Sacramento County,2014,6,58,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,18.0,42000.0,35.0,2,1.0,0
Sacramento County,2015,6,30,,2.0,2,15.0,1.0,1.0,2.0,5,2.0,15.0,20.0,52000.0,40.0,2,1.0,0
Sacramento County,2012,6,20,,,1,,,,2.0,5,1.0,,16.0,5500.0,12.0,2,3.0,0
Sacramento County,2016,6,65,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
Sacramento County,2016,6,65,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,20.0,75000.0,50.0,2,1.0,0
Sacramento County,2012,6,78,,2.0,1,,,,2.0,1,1.0,,19.0,0.0,,1,6.0,0
Sacramento County,2015,6,90,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
Sacramento County,2012,6,35,,2.0,2,,,,2.0,1,1.0,,19.0,55000.0,45.0,2,2.0,0
Sacramento County,2014,6,22,2.0,,1,,,,1.0,5,3.0,15.0,20.0,0.0,,2,6.0,0
San Joaquin County,2014,6,6,,,2,,,,2.0,5,2.0,3.0,3.0,,,2,,0
San Joaquin County,2015,6,27,,,2,60.0,6.0,1.0,1.0,1,1.0,,8.0,28000.0,45.0,2,1.0,0
San Joaquin County,2014,6,20,2.0,,2,15.0,2.0,1.0,2.0,5,2.0,15.0,19.0,3200.0,11.0,2,1.0,0
San Joaquin County,2014,6,52,,2.0,2,,,,1.0,1,1.0,,20.0,0.0,,2,6.0,0
San Joaquin County,2015,6,2,,,1,,,,,5,,,,,,2,,1
San Joaquin County,2013,6,63,,2.0,1,5.0,1.0,1.0,2.0,1,1.0,,19.0,20000.0,30.0,2,1.0,0
San Joaquin County,2016,6,6,,,2,,,,1.0,5,2.0,2.0,1.0,,,2,,1
San Joaquin County,2014,6,71,,2.0,2,5.0,2.0,1.0,1.0,1,1.0,,16.0,120000.0,40.0,1,1.0,0
San Joaquin County,2014,6,69,,2.0,1,,,,1.0,1,1.0,,9.0,0.0,,2,6.0,0
San Joaquin County,2014,6,85,,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,1,6.0,0
San Joaquin County,2012,6,40,2.0,2.0,1,10.0,3.0,1.0,2.0,1,1.0,,19.0,800.0,10.0,2,1.0,0
San Joaquin County,2015,6,30,,2.0,2,45.0,1.0,1.0,2.0,5,1.0,,21.0,37000.0,40.0,2,1.0,0
San Joaquin County,2016,6,16,2.0,,1,,,,1.0,1,2.0,13.0,14.0,100.0,2.0,2,6.0,0
San Joaquin County,2015,6,61,,2.0,1,15.0,,12.0,1.0,3,2.0,15.0,16.0,0.0,50.0,2,1.0,0
San Joaquin County,2014,6,37,,2.0,2,10.0,1.0,1.0,1.0,1,1.0,,16.0,17000.0,40.0,2,1.0,0
San Joaquin County,2013,6,32,,2.0,2,20.0,1.0,1.0,2.0,1,2.0,15.0,19.0,50000.0,90.0,1,1.0,0
San Joaquin County,2014,6,83,,2.0,1,,,,2.0,1,1.0,,18.0,0.0,,1,6.0,0
San Joaquin County,2015,6,83,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
San Joaquin County,2014,6,15,,,1,,,,2.0,5,2.0,11.0,11.0,0.0,,2,,1
San Joaquin County,2016,6,63,,2.0,1,,,,2.0,5,1.0,,21.0,0.0,,2,6.0,0
San Joaquin County,2016,6,46,2.0,2.0,2,,,,1.0,1,1.0,,12.0,0.0,,2,6.0,0
San Joaquin County,2014,6,25,,,2,,,,1.0,1,2.0,14.0,14.0,0.0,,2,6.0,0
San Joaquin County,2015,6,2,,,1,,,,,5,,,,,,2,,1
San Joaquin County,2015,6,26,,,2,,,,2.0,5,1.0,,17.0,0.0,12.0,2,6.0,0
San Joaquin County,2015,6,19,,,2,,,,2.0,5,1.0,,17.0,0.0,,2,6.0,0
San Joaquin County,2016,6,2,,,2,,,,,5,,,,,,2,,1
San Joaquin County,2013,6,57,,2.0,2,,,11.0,2.0,1,1.0,,21.0,0.0,60.0,2,1.0,0
San Joaquin County,2012,6,38,,2.0,1,,,,1.0,1,1.0,,18.0,0.0,,2,6.0,0
San Joaquin County,2015,6,6,,,2,,,,1.0,5,2.0,3.0,3.0,,,2,,1
San Joaquin County,2014,6,55,,2.0,1,15.0,1.0,1.0,2.0,1,1.0,,20.0,86000.0,50.0,2,1.0,0
San Joaquin County,2013,6,21,,,2,,,,1.0,5,1.0,,18.0,4800.0,40.0,2,6.0,0
San Joaquin County,2012,6,5,,,2,,,,2.0,5,2.0,1.0,1.0,,,2,,0
San Joaquin County,2014,6,57,,2.0,2,10.0,1.0,1.0,2.0,1,1.0,,17.0,29000.0,28.0,2,1.0,0
San Joaquin County,2016,6,7,,,1,,,,1.0,5,3.0,4.0,4.0,,,2,,1
San Joaquin County,2013,6,53,,2.0,1,15.0,1.0,1.0,2.0,1,1.0,,19.0,55000.0,45.0,2,1.0,0
San Joaquin County,2016,6,52,,2.0,1,30.0,1.0,1.0,2.0,3,1.0,,19.0,85000.0,40.0,1,1.0,0
San Joaquin County,2016,6,51,,2.0,2,6.0,1.0,1.0,2.0,1,1.0,,23.0,55000.0,55.0,1,1.0,0
San Joaquin County,2016,6,68,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
San Joaquin County,2016,6,52,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,20.0,90000.0,50.0,2,1.0,0
San Joaquin County,2016,6,55,,1.0,1,20.0,1.0,1.0,2.0,3,1.0,,18.0,24000.0,33.0,1,1.0,0
San Joaquin County,2013,6,61,,2.0,1,15.0,1.0,1.0,2.0,4,1.0,,19.0,30000.0,36.0,2,1.0,0
San Joaquin County,2014,6,16,,,1,,,,2.0,5,2.0,12.0,13.0,0.0,,2,6.0,1
San Joaquin County,2014,6,28,2.0,,2,20.0,1.0,1.0,1.0,1,1.0,,16.0,15000.0,32.0,2,1.0,0
San Joaquin County,2013,6,33,,2.0,2,15.0,2.0,1.0,1.0,1,1.0,,12.0,25000.0,40.0,2,1.0,0
San Joaquin County,2015,6,30,,2.0,2,,,,1.0,5,1.0,,16.0,16000.0,45.0,2,3.0,0
San Joaquin County,2014,6,65,,2.0,2,20.0,1.0,1.0,2.0,3,1.0,,16.0,0.0,50.0,2,1.0,0
San Joaquin County,2014,6,50,,2.0,1,20.0,1.0,1.0,2.0,1,1.0,,20.0,100000.0,60.0,2,1.0,0
San Joaquin County,2015,6,56,,2.0,2,20.0,1.0,1.0,2.0,3,1.0,,17.0,37000.0,50.0,2,1.0,0
